0.00508136	0.00273221	0.00397642	0.00453969	0.00473102	0.00506591	0.00255226	0.00355501	0.00367374	0.00408990	0.00515442	0.00248179	0.00410226	0.00005309	0.00230161	0.00144921	0.00330352	0.00315882	0.00178472	0.00331832	0.00004775	0.00051726	0.00057650	0.00378222	0.00270723	0.00344864	0.00212818	0.00480128	0.00303061	0.00239942	0.00012571	0.00179984	0.00390663	0.00028705	0.00238495	0.00322811	0.00434202	0.00354462	0.00019367	0.00417424	0.00343726	0.00195331	0.00192165	0.00472256	0.00343341	0.00509159	0.00479431	0.00456226	0.00522736	0.00121930	0.00134605	0.00165241	0.00238406	0.00379883	0.00144864	0.00313478	0.00187644	0.00432519	0.00180072	0.00128892	0.00248260	0.00135175	0.00438619	0.00180914	0.00465630	0.00516747	0.00346744	0.00306884	0.00017994	0.00100243	0.00197707	0.00427034	0.00457722	0.00468244	0.00250871	0.00031937	0.00379762	0.00329309	0.00080088	0.00234447	0.00161390	0.00397684	0.00405353	0.00290570	0.00246725	0.00089143	0.00030583	0.00221134	0.00334117	0.00264080	0.00204801	0.00519678	0.00164437	0.00508291	0.00417375	0.00395744	0.00238593	0.00437537	0.00084123	0.00065291	0.28486006
0.00417491	0.00708448	0.00212351	0.00000308	0.00368186	0.00457322	0.00354959	0.00808592	0.00622745	0.00379368	0.00821636	0.00677305	0.00115559	0.00786994	0.00779689	0.00003637	0.00728072	0.00792332	0.00771916	0.00095142	0.00529935	0.00800057	0.00511087	0.00712249	0.00077841	0.00233652	0.00237721	0.00158995	0.00544598	0.00503568	0.00199288	0.00628295	0.00082144	0.00029426	0.00408505	0.00439460	0.00264933	0.00418240	0.00563967	0.00259110	0.00027670	0.00188356	0.00592537	0.00377958	0.00243998	0.00794153	0.00530514	0.00069921	0.00628212	0.00572560	0.00205394	0.00530208	0.00743929	0.00475077	0.00403972	0.00834205	0.00391564	0.00804989	0.00591662	0.00097786	0.00082477	0.00567599	0.00064669	0.00067589	0.00437577	0.00571563	0.00099163	0.00428286	0.00431703	0.00342149	0.00653984	0.00736358	0.00238788	0.00422034	0.00001745	0.00686325	0.00377608	0.00041692	0.00164652	0.00683972	0.00305611	0.00004496	0.00129597	0.00315274	0.00525353	0.00144641	0.00744856	0.00071353	0.00071691	0.00157417	0.00633721	0.00026437	0.00565575	0.00614376	0.00017650	0.00439405	0.00140310	0.00276607	0.00399975	0.00829228	0.40123294
0.00117541	0.00129887	0.00200029	0.00400911	0.00333052	0.00448247	0.00040420	0.00032047	0.00013592	0.00335172	0.00187444	0.00260486	0.00370006	0.00488675	0.00408122	0.00340880	0.00395062	0.00219214	0.00007284	0.00153554	0.00243362	0.00452013	0.00182249	0.00161764	0.00336359	0.00372890	0.00304887	0.00163912	0.00262695	0.00329399	0.00052621	0.00250799	0.00220643	0.00326976	0.00118582	0.00261315	0.00178053	0.00057028	0.00207409	0.00019625	0.00016135	0.00271134	0.00277274	0.00230750	0.00049286	0.00205724	0.00414799	0.00405073	0.00249687	0.00118372	0.00184173	0.00257833	0.00071128	0.00474962	0.00142100	0.00177631	0.00324342	0.00023637	0.00256750	0.00205648	0.00237104	0.00169454	0.00229361	0.00494453	0.00352143	0.00023781	0.00150407	0.00430774	0.00211539	0.00223543	0.00322820	0.00139488	0.00489662	0.00349118	0.00491891	0.00320322	0.00213577	0.00030660	0.00436751	0.00129729	0.00488294	0.00020799	0.00023471	0.00108937	0.00404184	0.00249499	0.00259835	0.00018199	0.00173791	0.00207167	0.00240515	0.00352105	0.00314827	0.00272648	0.00336286	0.00350658	0.00163119	0.00328301	0.00022159	0.00420309	0.23942324
0.00584589	0.00536891	0.00650751	0.00612092	0.00850242	0.00894757	0.00268887	0.00181868	0.00057920	0.00112516	0.00100863	0.00662810	0.00018712	0.00335714	0.00598376	0.00795509	0.00867474	0.00793685	0.00597482	0.00352733	0.00632331	0.00678846	0.00894781	0.00368523	0.00137388	0.00597776	0.00832570	0.00836113	0.00888105	0.00447659	0.00584593	0.00252058	0.00845108	0.00851148	0.00315558	0.00697514	0.00555530	0.00358782	0.00779428	0.00230308	0.00127272	0.00415023	0.00753758	0.00301067	0.00272194	0.00641849	0.00531968	0.00322466	0.00494282	0.00833287	0.00202153	0.00689260	0.00633690	0.00896478	0.00079006	0.00559754	0.00777749	0.00739261	0.00210604	0.00154729	0.00883249	0.00364283	0.00683103	0.00245459	0.00313441	0.00825484	0.00096692	0.00049210	0.00450183	0.00721559	0.00640111	0.00523352	0.00547890	0.00372223	0.00112062	0.00009039	0.00761192	0.00000204	0.00701379	0.00323984	0.00267738	0.00708688	0.00824769	0.00275012	0.00750550	0.00526765	0.00763934	0.00536249	0.00160509	0.00739884	0.00088732	0.00673383	0.00005367	0.00835767	0.00352194	0.00109093	0.00736950	0.00264652	0.00605858	0.00004536	0.49148569
0.00000056	0.00000037	0.00000062	0.00000202	0.00000097	0.00000235	0.00000203	0.00000237	0.00000186	0.00000068	0.00000186	0.00000204	0.00000122	0.00000108	0.00000012	0.00000100	0.00000068	0.00000047	0.00000116	0.00000086	0.00000219	0.00000027	0.00000077	0.00000067	0.00000212	0.00000070	0.00000024	0.00000046	0.00000106	0.00000106	0.00000044	0.00000070	0.00000192	0.00000001	0.00000170	0.00000121	0.00000148	0.00000166	0.00000045	0.00000061	0.00000017	0.00000021	0.00000235	0.00000173	0.00000140	0.00000003	0.00000183	0.00000040	0.00000135	0.00000196	0.00000172	0.00000124	0.00000037	0.00000157	0.00000081	0.00000155	0.00000163	0.00000211	0.00000070	0.00000200	0.00000046	0.00000112	0.00000023	0.00000016	0.00000103	0.00000127	0.00000018	0.00000164	0.00000068	0.00000066	0.00000008	0.00000200	0.00000232	0.00000061	0.00000043	0.00000186	0.00000012	0.00000027	0.00000179	0.00000131	0.00000177	0.00000086	0.00000007	0.00000214	0.00000106	0.00000034	0.00000065	0.00000147	0.00000142	0.00000201	0.00000060	0.00000231	0.00000098	0.00000161	0.00000174	0.00000146	0.00000129	0.00000120	0.00000080	0.00000112	0.00011229
0.00115158	0.00219545	0.00072431	0.00327059	0.00092664	0.00476631	0.00231859	0.00333504	0.00431974	0.00416766	0.00464932	0.00228184	0.00476364	0.00512788	0.00236709	0.00062622	0.00559459	0.00172040	0.00508569	0.00216199	0.00575121	0.00321038	0.00512502	0.00017120	0.00085103	0.00074216	0.00337054	0.00302072	0.00178896	0.00181510	0.00588117	0.00134367	0.00375321	0.00517040	0.00232624	0.00022980	0.00405764	0.00263070	0.00523832	0.00497153	0.00571290	0.00208756	0.00138157	0.00145841	0.00230639	0.00301232	0.00472078	0.00445543	0.00039473	0.00081339	0.00590152	0.00093374	0.00112496	0.00189409	0.00034163	0.00275140	0.00547310	0.00546404	0.00107416	0.00288081	0.00033658	0.00433909	0.00576874	0.00419513	0.00539483	0.00557686	0.00189085	0.00029583	0.00503665	0.00381666	0.00081772	0.00216590	0.00461038	0.00008006	0.00315864	0.00259020	0.00083760	0.00567365	0.00372339	0.00489479	0.00026869	0.00451673	0.00582261	0.00437993	0.00229024	0.00022585	0.00438968	0.00125320	0.00570627	0.00520726	0.00202206	0.00245598	0.00048336	0.00038573	0.00401824	0.00553664	0.00163021	0.00164036	0.00258061	0.00326290	0.30046660
0.00042782	0.00248095	0.00089493	0.00027044	0.00170721	0.00021810	0.00106867	0.00120931	0.00316803	0.00169768	0.00257435	0.00233155	0.00297768	0.00280676	0.00211828	0.00120582	0.00280346	0.00284651	0.00227145	0.00282228	0.00058719	0.00363949	0.00269663	0.00044991	0.00187754	0.00197890	0.00266763	0.00268405	0.00184103	0.00359282	0.00237705	0.00094752	0.00272513	0.00213496	0.00319035	0.00322513	0.00145889	0.00245337	0.00305399	0.00187446	0.00143045	0.00073937	0.00217101	0.00355202	0.00112652	0.00154531	0.00084370	0.00177651	0.00178563	0.00095729	0.00086705	0.00227700	0.00285533	0.00044044	0.00364401	0.00053129	0.00136131	0.00191113	0.00275004	0.00244120	0.00257453	0.00011463	0.00164118	0.00018857	0.00101217	0.00326073	0.00191611	0.00362315	0.00017513	0.00370590	0.00069219	0.00158036	0.00262269	0.00164362	0.00023303	0.00070326	0.00113634	0.00062997	0.00190521	0.00115649	0.00214862	0.00335687	0.00239181	0.00075851	0.00337208	0.00220926	0.00162408	0.00339642	0.00140095	0.00078598	0.00200145	0.00309222	0.00136206	0.00314585	0.00250662	0.00014804	0.00221660	0.00053547	0.00043773	0.00214774	0.18791755
0.00026680	0.00090627	0.00004824	0.00093974	0.00074508	0.00093567	0.00111285	0.00048668	0.00044562	0.00021394	0.00018457	0.00103951	0.00036092	0.00036419	0.00079504	0.00008500	0.00020860	0.00074047	0.00095560	0.00026905	0.00058581	0.00102677	0.00072105	0.00124207	0.00113857	0.00083472	0.00099686	0.00111636	0.00065454	0.00039485	0.00053547	0.00126435	0.00070701	0.00060264	0.00109173	0.00116497	0.00098359	0.00071488	0.00045236	0.00123688	0.00015651	0.00024792	0.00095674	0.00098456	0.00102951	0.00070282	0.00079504	0.00034263	0.00050197	0.00041270	0.00056981	0.00052936	0.00108567	0.00027391	0.00115289	0.00076359	0.00121679	0.00082993	0.00006984	0.00091130	0.00052697	0.00071554	0.00013014	0.00003819	0.00030529	0.00062543	0.00061176	0.00027406	0.00021144	0.00099065	0.00044280	0.00096172	0.00082770	0.00065421	0.00006557	0.00131547	0.00109928	0.00127993	0.00001654	0.00107263	0.00023400	0.00093821	0.00064344	0.00095468	0.00089891	0.00022668	0.00012592	0.00121898	0.00057342	0.00062157	0.00059490	0.00091750	0.00044910	0.00038082	0.00018193	0.00002920	0.00070986	0.00131535	0.00085160	0.00064260	0.06677680
0.00073451	0.00297866	0.00035887	0.01033328	0.00532343	0.01081034	0.00770890	0.00592327	0.00819654	0.00346952	0.01001065	0.00601532	0.00072958	0.00522784	0.00104407	0.00898605	0.00847558	0.00554767	0.00794278	0.00308760	0.00199138	0.00022923	0.00710971	0.00555703	0.00681287	0.01053145	0.00314761	0.00969848	0.00113677	0.00593858	0.01067948	0.01014723	0.00305320	0.00763244	0.00990509	0.00855236	0.00095009	0.00773388	0.00123571	0.00458935	0.00655924	0.00915162	0.00649299	0.00694975	0.00465400	0.00517957	0.00479220	0.00370483	0.00185337	0.00781176	0.00585202	0.00911323	0.00626709	0.01071664	0.00734487	0.00263204	0.00899051	0.00920672	0.00079017	0.00712998	0.00236437	0.00434487	0.00483799	0.00177392	0.00651724	0.00139209	0.00737947	0.00220804	0.00321758	0.01044988	0.00133616	0.00120531	0.00830011	0.00922620	0.00549080	0.00515045	0.00948442	0.00216329	0.00525881	0.00958473	0.00753356	0.00632549	0.00829555	0.00730946	0.00716560	0.01024147	0.00815277	0.00697541	0.00271636	0.00022998	0.00450348	0.00229850	0.00159957	0.01022610	0.00181114	0.00561712	0.00870819	0.01112067	0.00595850	0.00126425	0.57446790
0.01272728	0.00894326	0.01055854	0.01207179	0.00379397	0.00122644	0.00582841	0.00651999	0.00918182	0.00270116	0.01341367	0.01795364	0.00580179	0.00797359	0.00711418	0.00943458	0.00508087	0.01886078	0.00860763	0.00708624	0.01586166	0.00622439	0.00922998	0.01230033	0.00917260	0.00540698	0.00606952	0.01704740	0.01722263	0.00842708	0.01803205	0.00827601	0.00423700	0.00117439	0.00870336	0.00992392	0.01639379	0.01463838	0.00010688	0.00938948	0.00871555	0.01514050	0.01238418	0.00862241	0.00175492	0.01304246	0.01041164	0.01670713	0.00142480	0.01499544	0.00263802	0.00316369	0.01365958	0.01311080	0.00732463	0.01897366	0.01872356	0.00087650	0.00273160	0.01668530	0.00166807	0.00240840	0.00084728	0.00509822	0.00106764	0.00028733	0.01185198	0.00364566	0.00890387	0.01789015	0.01605825	0.01085085	0.01253055	0.01276659	0.01842451	0.00667943	0.00280372	0.00109861	0.00849236	0.00138443	0.01248017	0.00664085	0.01793369	0.00563068	0.00809393	0.00475541	0.01207984	0.00581217	0.00756914	0.01802188	0.01857885	0.00006544	0.00222112	0.00161336	0.00715367	0.01421257	0.01473769	0.01807824	0.01225027	0.01207664	0.91856734
